best_reference_arm,category,chosen_arm,context,domain,effect_vs_gated,effect_vs_noalign,effect_vs_safe,experiment,gated,gated_interaction,gated_interaction_normalized,noalign,normalized_effect_vs_noalign,online_gain_vs_reference_noalign,online_regret_to_better_reference_arm,online_total_team_mean_payoff,payoff_prompt,reference_selection_regret,regret_to_better_fixed_arm,route_match,route_original,route_swapped,safe_interaction,safe_interaction_normalized,seed,selection_correct,temporal_replay_drift_gated,temporal_replay_drift_noalign
,coord_or_boundary,,p3_m04,,,,,p1,,0.11333333333333351,0.028333333333333377,,,,,,,,,True,Gated,Gated,0.0733333333333348,0.0183333333333337,103,,,
,coord_or_boundary,,p3_m04,,,,,p1,,0.07333333333333325,0.018333333333333313,,,,,,,,,True,Gated,Gated,0.16000000000000014,0.040000000000000036,104,,,
,coord_or_boundary,,p3_m04,,,,,p1,,-0.28666666666666707,-0.07166666666666677,,,,,,,,,True,Gated,Gated,0.09999999999999876,0.02499999999999969,105,,,
,coord_or_boundary,,p3_m04,,,,,p1,,-0.03999999999999959,-0.009999999999999898,,,,,,,,,True,Gated,Gated,0.2866666666666675,0.07166666666666688,106,,,
,coord_or_boundary,,p3_m04,,,,,p1,,0.16666666666666585,0.04166666666666646,,,,,,,,,True,Gated,Gated,0.06666666666666687,0.01666666666666672,107,,,
,coord_or_boundary,,p3_m04,,,,,p1,,0.3266666666666662,0.08166666666666655,,,,,,,,,True,Gated,Gated,0.27333333333333476,0.06833333333333369,108,,,
,coord_or_boundary,,p3_m04,,,,,p1,,0.140000000000001,0.03500000000000025,,,,,,,,,True,Gated,Gated,0.02666666666666706,0.006666666666666765,109,,,
,coord_or_boundary,,p3_m04,,,,,p1,,0.6866666666666681,0.17166666666666702,,,,,,,,,True,Gated,Gated,0.16666666666666852,0.04166666666666713,110,,,
,coord_or_boundary,,p3_m04,,,,,p1,,0.5866666666666673,0.14666666666666683,,,,,,,,,True,Gated,Gated,0.013333333333333863,0.003333333333333466,111,,,
,anti,,p3_m05,,,,,p1,,-0.18666666666666698,-0.04148148148148155,,,,,,,,,True,NoAlign,NoAlign,0.039999999999999813,0.008888888888888847,102,,,
,anti,,p3_m05,,,,,p1,,-0.19999999999999996,-0.04444444444444443,,,,,,,,,True,NoAlign,NoAlign,0.030000000000000027,0.006666666666666672,103,,,
,anti,,p3_m05,,,,,p1,,-0.3600000000000001,-0.08000000000000002,,,,,,,,,True,NoAlign,NoAlign,0.010000000000000009,0.0022222222222222244,104,,,
,anti,,p3_m05,,,,,p1,,-0.18333333333333313,-0.040740740740740695,,,,,,,,,True,NoAlign,NoAlign,0.006666666666667043,0.001481481481481565,105,,,
,anti,,p3_m05,,,,,p1,,-0.41666666666666674,-0.09259259259259262,,,,,,,,,True,NoAlign,NoAlign,-0.02000000000000024,-0.004444444444444497,106,,,
,anti,,p3_m05,,,,,p1,,0.056666666666666865,0.012592592592592636,,,,,,,,,True,NoAlign,NoAlign,-0.046666666666666856,-0.010370370370370412,107,,,
,anti,,p3_m05,,,,,p1,,-0.38999999999999924,-0.0866666666666665,,,,,,,,,True,NoAlign,NoAlign,-0.013333333333332975,-0.0029629629629628835,108,,,
,anti,,p3_m05,,,,,p1,,-0.020000000000000462,-0.004444444444444547,,,,,,,,,True,NoAlign,NoAlign,0.010000000000000009,0.0022222222222222244,109,,,
,anti,,p3_m05,,,,,p1,,-0.2133333333333336,-0.04740740740740747,,,,,,,,,True,NoAlign,NoAlign,-0.013333333333333197,-0.002962962962962933,110,,,
,anti,,p3_m05,,,,,p1,,0.06999999999999962,0.01555555555555547,,,,,,,,,True,NoAlign,NoAlign,0.009999999999999787,0.002222222222222175,111,,,
,anti,,p3_m06,,,,,p1,,0.06666666666666643,0.033333333333333215,,,,,,,,,True,NoAlign,NoAlign,0.03333333333333299,0.016666666666666496,102,,,
